Instrument,Question Label,Question Description,Question ID,Response Label,Response Value,Response Description,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Has a friend of relative or anyone else <u>ever</u> expressed concern about your use of Alcohol?,,NIDA_92,"No, Never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"Have you ever tried and failed to control, cut down or stop using Alcohol?",,NIDA_93,"No, Never",0,,,
,,,,"Yes, but not in the past 3 months",3,,,
,,,,"Yes, in the past 3 months",6,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Have you ever used any drug by injection?,,NIDA_76,"No, never",0,,,
,,,,"Yes, but not in the past 3 months",1,,,
,,,,"Yes, in the past 3 months",2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE CANNABIS,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_77,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE COCAINE,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_78,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE PRESCRIPTION STIMULANTS,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_79,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE METHAMPHETAMINE,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_80,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE INHALANTS,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_81,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE SEDATIVES OR SLEEPING PILLS,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_82,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE HALLUCINOGENS,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_83,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE STREET OPIOIDS,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_84,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE PRESCRIPTION OPIOIDS,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_85,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE OTHER,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_86,,,,,
,SUBSTANCE INVOLVEMENT (SI) SCORE ALCOHOL,"LEVEL OF RISK ASSOCIATED WITH DIFFERENT SUBSTANCE INVOLVEMENT SCORE RANGES FOR ILLICIT OR NON-MEDICAL PRESCRIPTION DRUG USE

0-3 LOWER RISK
4-26 MODERATE RISK
27+ HIGH RISK",NIDA_94,,,,,
OASR,I make good use of my time,,OASR_01,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I argue a lot,,OASR_02,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have difficulty getting things done,,OASR_03,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I take care of my appearance,,OASR_04,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I use too much medication,,OASR_05,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am self-confident,,OASR_06,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble concentrating or paying attention,,OASR_07,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I can't get my mind off certain thoughts,,OASR_08a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_08b,,,,,
,I have trouble sitting still,,OASR_9a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_9b,,,,,
,I am too dependent on others,,OASR_10,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel lonely,,OASR_11,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel confused or in a fog,,OASR_12,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I cry a lot,,OASR_13,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am too concerned about getting old,,OASR_14,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am mean to others,,OASR_15,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I sit around and don't do much,,OASR_16,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I deliberately try to hurt or kill myself,,OASR_17,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I try to get a lot of attention,,OASR_18,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I damage or destroy things,,OASR_19,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I forget people's names,,OASR_20,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I worry about my future,,OASR_21,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I don't get along with other people,,OASR_22,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel too guilty,,OASR_23,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am jealous of others,,OASR_24,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I get along badly with my family,,OASR_25,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am afraid of certain situations or places,,OASR_26a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_26b,,,,,
,My relations with neighbors are poor,,OASR_27,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am afraid I might think or do something bad,,OASR_28,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have difficulty preparing my meals,,OASR_29,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that no one cares about me,,OASR_30,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel that others are out to get me,,OASR_31,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel worthless or inferior,,OASR_32,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel sick a lot of the time,,OASR_33,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel restless or fidgety,,OASR_34,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I like to have things my own way,,OASR_35,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I hear sounds or voices that others think are not there,,OASR_36a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_36b,,,,,
,I act without thinking,,OASR_37,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I would rather be alone than with others,,OASR_38,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I do things that others don't like,,OASR_39,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am nervous or tense,,OASR_40,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Parts of my body twitch or make nervous movements,,OASR_41a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_41b,,,,,
,I lack self-confidence,,OASR_42,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am not liked by others,,OASR_43,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I can do certain things better than other people,,OASR_44,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am fearful or anxious,,OASR_45,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel dizzy or lightheaded,,OASR_46,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am bothered by a guilty conscience,,OASR_47,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I feel tired without good reason,,OASR_48,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,a. I have aches or pains (not stomach or headaches),,OASR_49a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,b. I have headaches,,OASR_49b,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,c. I feel nauseous or sick,,OASR_49c,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,"d. I can't see well, even with glasses",,OASR_49d1,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_49d2,,,,,
,e. I have itching or rashes,,OASR_49e,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,f. I have stomachaches or cramps,,OASR_49f,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,g. I vomit or throw up,,OASR_49g,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,h. My heart pounds or races,,OASR_49h,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,i. Parts of my body tingle or feel numb,,OASR_49i,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,j. I am short of breath or I breathe hard,,OASR_49j,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,k. Other physical problems not listed,,OASR_49k1,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_49k2,,,,,
,I physically attack people,,OASR_50,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I worry about my appearance,,OASR_51,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble finishing things I should do,,OASR_52,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,There is very little that I enjoy,,OASR_53,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My performance at tasks is poor,,OASR_54,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am poorly coordinated or clumsy,,OASR_55,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I avoid talking,,OASR_56,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I repeat certain acts over and over,,OASR_57a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_57b,,,,,
,I have trouble making or keeping friends,,OASR_58,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I scream or yell a lot,,OASR_59,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am secretive or keep things to myself,,OASR_60,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I see things other people think are not there,,OASR_61a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_61b,,,,,
,I am self-conscious or easily embarrassed,,OASR_62,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am being punished for what I have done,,OASR_63,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I meet my responsibilities to others,,OASR_64,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I show off,,OASR_65,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am too shy or timid,,OASR_66,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My behavior is irresponsible,,OASR_67,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I sleep more than most people during the day,,OASR_68,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble making decisions,,OASR_69,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I have trouble talking,,OASR_70,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I stand up for my rights,,OASR_71,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I worry about my family,,OASR_72,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I steal things,,OASR_73,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I do things that other people think are strange,,OASR_74a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_74b,,,,,
,I have thoughts that other people would think are strange,,OASR_75a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_75b,,,,,
,"I am stubborn, sullen, or irritable",,OASR_76,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,My moods or feelings change suddenly,,OASR_77,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I enjoy being with people,,OASR_78,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I am suspicious,,OASR_79,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I drink too much alcohol or get drunk,,OASR_80,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I think about killing myself,,OASR_81,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I do things that may cause trouble with the law,,OASR_82a,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,Describe:,,OASR_82b,,,,,
,I talk too much,,OASR_83,Not True,0,,,
,,,,Somewhat or Sometimes True,1,,,
,,,,Very True or Often True,2,,,
,,,,Don't Know,DK,,,
,,,,Missing Data,MD,,,
,I seem to irritate people,,OASR_84,Not True,0,,,
